ItemID,Sentiment,SentimentText
1728,1,Finally! I just created my WordPress Blog. There's already a blog up on the Seattle Coffee Community  ... http://tinyurl.com/c5uufd
1729,0,A shelf in the fridge collapsed spilling salad dressing all over the inside. 
1730,0,@MissOyewo  Wait you like the fine frenzy... love them... I am going to miss you. boo
1731,1,"@courtneymariee court!! what are you and jas doin in my dreams!? gtfo pleassee haha. it was bomb though, we were all chillin. "
1732,0,"@perrythebirman ooh you followed then unfollowed me, was looking forward to tweeting with you "
1733,1,@WGME I certainly hope PEOPLE haven't fallen off the Pier! 
1734,0,@Lenswithlove @laurabergerol @nicholeaudrey What's with all the green avatars ? yes I know I live under a rock 
1735,0,hates not being able to control my emotions... 
1736,1,@claudia215 I'm now a member of the street!! 
1737,0,"Ewww der mushed up everywere,, im never gonna b able tilz clean all diz up,,,  lol"
1738,0,Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.
1739,0,@jonconnelly How sad for me    And here I was thinking you were going to make me swoon.
1740,1,@TheDailyBlonde We can do our  part by breaking the Paradigm! LOL 
1741,0,needing someone to talk to  im over this i cant keep feeling like this
1742,1,"Happy birthday Mommy!  YES! LVATT FINALLY OUT TODAY! Woo, June 16th ftw!"
1743,1,Shower then SLEEP 
1744,1,"@BrokenRebel Northeastern, University of Mass, Boston "
1745,1,Went geocaching today. Its the best thing to do when youre bored out of your mind &amp; it's tons of fun. Go to geocaching.com and start now. 
1746,1,"@leviself I found Claritin D to take, and it really helped, I think I'm back to normal now  I was surprised because that was the first[..]"
1747,1,"My dreams are getting more ridiculous and more vivid. I'm not complaining, some are excellent. "
1748,0,Back to the fires of hell!!  Maybe i'll try out my new bathing suit when I get there. Jealous of everyone continuing on to Jones Beach. 
1749,1,@linnetwoods I'm sure I will. Grace (14yo daughter) is most impressed 
1750,1,@Fabio_Z  i will keep you posted about it ;)
1751,1,i have bourbon's 
1752,1,"@MWCollection Noooo! Sleep is very important! I love the drive, but you gotta make sure you get that rest so you can keep going! Balance! "
1753,0,@MusicJunkies90 No Matter how much I shrink that bg. It won't fit 
1754,0," iPhone 3Gs didn't come in. &gt;.&lt; darn AT&amp;T. Cause my dad ordered it via them not via apple. I hope it comes in tomorrow, wanted it today!"
1755,1,"Prolly going to Jamba Juice in thirty minutes , shop for awhile then hit the airport and see my daddddd. "
1756,1,"cheers folks for the FF, not got round to mine yet but will do shortly! small matter of some actual work to do whilst at work! "
1757,0,Can't believe it's 24 degrees and I'm stuck in work. Workig or next 4 days and guarantee it'll be raining when I have my week off... 
1758,0,ok totally just bawled my eyes out at sisterhood of the traveling pants 2  sooo cute but sad
1759,0,Just getting up. Thinking I should get on treadmill but not sure I am going to get that to happen. 
1760,0,yeaaahh im going for the train in a min (H) Its pouring down and im wearing a skirt  Lmao I shall tweet when i gt home Twitteroos  xxx
1761,1,Loved Britains got Talent this week.. for so many reasons 
1762,1,At the bus stop going into Epsom with my friend anna to go see JB 3D movie 
1763,0,@fallingapart apparently  I'm off to go workout. Tweet you later
1764,1,"Uploading music on my ipod like Miley Cyrus, Demi Lovato, Savannah Outen and Jonas Brothers  Love you guys so much!"
1765,0,"Just got home from baseball and it sucked, we lost horribly... "
1766,1,fun times in the park with the best of the best of the lovely friends  Until being moved on by the police laydeeeez oops.
1767,1,@lollipop_246 I think i should change my pic too! 
1768,1,"Webcam Paaaarty!  Funfunfun, Dance was alright."
1769,0,wow just another boring day but now i have to babysit 6 kids..... this is guna suck.. and conner still has barily texted me 
1770,0,"OMG,  I have to go out to work in this torrential rain. Am going to get drenched. "
1771,1,@ramsey Are you sure you are from Georgia? I'm missing the heat over here. 
1772,0,I have such a sore neck from sewing literally all day  whinge
1773,1,"@robgokeemusic I believe it did...I better watch myself, she might catch the twitter bug if she realizes I'm talking about her. "
1774,0,doesn't wlreally wan to work today or tommorow ugh 
1775,0,OS3. Still no music on bluetooth stereo headset. 
1776,0,Can any1 point me to a webpage so that I could understand how 3G works?? Wikipedia disappoints me on it 
1777,1,Good thing about coming around the last turn of my Angel watchthrough: Hopefully will be able to find non-Angel post topics 
1778,1,10 hours till im home.   suns coming up!
1779,1,"@Brittasticle it also sounds too much like &quot;Twilight&quot; for my taste. so yes, let's get rid of it. "
1780,1,Back home  now having something to eat &lt;3
1781,1,playing violing........the romanza andaluza of sarasate .... its so spanish ...its wonderfull 
1782,0,@PhilRossi  Hopefully I won't manage to catch it.  Glad you're feeling better.
1783,0,Times like this when I hate being sick. I need - want - to go to sleep. But I'm coughing so much I'll probably keep waking myself up! 
1784,0,Is as ecstatic as a private school girl forced to wear a uniform to go to lunch with my overly invasive Grandmother 
1785,1,http://twitpic.com/6sj74 - Rofl. Would You rather...  can  be a  very harsh  game   that  me  sis
1786,1,Time for a 2.5hr nap  before i go back to work in 3hrs
1787,0,I broke the mirror...  Is it a bad sing?
1788,1,@DebbieFletcher Wanna see your son in Spain one day 
1789,0,sad day. &quot;codes in the clouds&quot; is such a great name for a meh band 
1790,0,@JohnLloydTaylor Wish I could go to Australia someday! Even though I probably will never  Well...California FIRST
1791,0,@Philipmason i didnt realise you said anything...im sorry philip 
1792,1,Working and happy that I got elie.raad as facebook username 
1793,0,Just received tragic news 
1794,0,@melissaxmunster AHHHH tupac AKA Bishop was outta control last night. killin his homeboys...he's a real thug. 
1795,1,@fuuh http://twitpic.com/4jjp6 - Aww..Good times good times 
1796,0,Miss her already  lol
1797,1,@jimmycarr http://twitpic.com/6aqi5 - Love the ceiling. But love you more. 
1798,1,Awww...I've been wanting to hear &quot;Pretty Wings&quot; by Maxwell ALL day...and it finally came on the radio! 
1799,1,Yes got my sliding shorts for soft ball 
1800,0,sad my girl just woke up w/dbl pink eye &amp; a sore throat after being around 15 kids ystrdy @ her bday party  
1801,1,heading off to bed...i've got a long day tomorrow   goodnight all
1802,1,@KiraRockReaper I have Bonnytoun and we're making progress with the boys and the play 
1803,1,It was great to be home for the weekend but glad to be goin home tomorrow 
1804,1,"@Tayluvsbroadway s'all good  it looks worse than it is. I just cba, cos by the time i clean the house, esp after ive been cleaning at work"
1805,0,@itsthelighting i miss shelly 
1806,0,@misterNV ok CNN was more than right...you would never believe the way it is outside!!!! and even the aircon aint helping ryt now!!! 
1807,0,@EmsySinclair  I need to sleep but im scared about waking up and feeling worse 
1808,1,@Sparkal Thanks for the follow 
1809,1,in a msn call  with amiwis  julio 
1810,0,I wanna go to asheville! 
1811,1,@willadam very 
1812,1,Lovin' this sunny Saturday 
1813,1,@Ryleigh4505 Paul somehow got mine to work... But I made the picture 'artsy' and now I don't like the way it looks... 
1814,0,@masterawesome http://twitpic.com/6e7kh - im jealous. i want mountain dew. 
1815,1,"@Calindria Completely agree. With my dad, if it was football it would have been soccer, and there wasn't much of that on tv "
1816,0,i wish i was at the beach with my friends.  i dont wanna leave town for a week
1817,1,THE LAKERS ARE SO GOING TO WIN AND ADVANCE TO THE FINALS 
1818,1,"@cyberhiker Yes, SC-9. Interpret and discuss.  #securitytwits"
1819,0,Ugh confused freakin summer School 
1820,1,"@Jonasbrothers WOAH! nick ur done w/ school! Wow, @ the risk of sounding weird/sketchy, i'm so proud of u! U guys r great influences "
1821,1,"Hurry and comment on Kobe -Kelli Kanyon - Mature MILF gangbang girl, Skinny French Slut "
1822,0,remeber these?    well i can't do any of them    f*ck chemistry  http://tinyurl.com/ltbkn4
1823,1,@dannywood Happy Mother's Day... We will always Remember Betty! Hope you have a nice day 
1824,0,@AskCarrieLee I'm soooo confused. Your &quot;last baby in the family&quot; tweet and picture of people in an auditorium. I don't get it. 
1825,1,Is bored &amp; Talk to Seboune 
1826,1,@aDeSe @acmhatre Hi.. the meet was just all about what TED India is bringing this Nov meet at Infy Mysore campus.. 
1827,0,are you ever just too lazy to get up and change the station? i have no idea what i am watching...one of those stupid dance movies?? 
1828,0,"@hoskingonzb Could be, just don't know what the numbers were "
1829,0,"Another lovely weekend over  and I've got to do a full 5 days at work this week, which will be a shock after the last 2 short weeks!"
1830,0,Time to get some sleep! Only 5 hours though 
1831,1,@robluketic I'm sure she is very proud of you. 
1832,1,"@savestheclash Seems like that should be an easy answer to people problems, Wear Shorts! "
1833,1,saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!
1834,1,"Proof sent, Andra!  Sorry that we came in just under the wire, but then again we did come in under the wire "
1835,1,@br3nda we're in 100 y/o villa - winter is duct tape season for us 
1836,1,yeah yeah (8) 
1837,1,"@flyyoufools Yes - we live upto what we show - no travel agents, no added fees, no commissions charged - buy where you will "
1838,1,Ordered my new macbook  the year without apple was to much. It is just nice to have a computer which just works.
1839,1,@emilymae24 Yea. That's what it means. 
1840,1,"@30dollardate Thank you!  I was actually thinking of how gorgeous u look at the recent meetups - and how dull i look in comparison, lol"
1841,0,Yahoo! 360 to Shut Down (2) - Entry from Yahoo! 360 Team ï¿½s blog  It ï¿½s true Over the past two years there... http://tumblr.com/xyu1wmetm
1842,0,Poor @poorstevie ! She is so sick  We're heading to the doctors later this morning and I'm preparing myself for swine flue quarintine...
1843,1,"@Richard_zeeman We've been missing you. I had meant to send you a welcome, but haven't seen you around. Hopefully we'll see you soon! "
1844,0,I have a headache. 
1845,1,"Getting ready 4 work,gonna be a long day. Hope everyone has good day. "
1846,1,Just put twitterberry on my phone 
1847,0,my head is in a financial spreadsheet when it should be in the sunshine 
1848,1,@KimKardashian I'm goin to watch football.... I know you can appreciate that right Kim? 
1849,1,@elaine_11 Hey!  Vote for @TomFelton! He's currently in 3rd place! http://bit.ly/votetom spead the word! Vote as many times as you can 
1850,1,jesse mccartneys following ME!!!!!!!!! lol 
1851,1,Looks like we made it!! @kogibbq at Venice! 
1852,0,"@RobinWAP It wouldn't let me in, said it was full  How was it?"
1853,0,@djEFN damnnnnnnn b  atleast u aint lose
1854,1,Some people are swimming in women with their own condominiums.....but who paid for them biiiiitches? I like to share my toys too 
1855,1,http://twitpic.com/68swn - thanksss... it was one of the earliest PlayPause works. loved it so much and now i put it to good use 
1856,0,The wierdest thing!!!! idk how a baby bird got in the house then got attacked by my dog!!! 
1857,1,is watching the X Files for the first time in years. Forgot how good it was! And how nice Mulder is. 
1858,0,OK I still am so sad about Jaspers wig 
1859,0,@bgleslie Auditions were back in May.  We missed them 
1860,0,watchin monday nights greek.  i think its the season finale 
1861,1,"@JohannTheDog  Oh my, I bet you had a great time with the TP rolls. How long did it take for you and Gracie to tear them up  "
1862,1,OMG @TheipodKid is sicckk!!!!!!!   thats terriibleee  !!! hope u get betterr soon  !! 
1863,1,"@fishcraik lol me and zoe had this discussion the other day, my HMV don't even stock CD singles anymore and it's big. the B side is good "
1864,1,today was a great crazy day  i'm loving summer
1865,0,so cold &amp; just burnt my tongue on my coffee 
1866,0,@jordstfu Cryspace  yeh rejected much
1867,1,Omg. Is lucas till in tay video @michelliii 
1868,0,like that will happen. I will probably get a mom mobile with a stick shift. 
1869,0,..round a town not designed for a buggy on my own with the boys..oh well these things happen and our first row in over a year 
1870,0,slumdog millionaire wasnt as good at i thought it would be 
1871,1,"@ladycreative Hi Tam, it's a dead link...... "
1872,0,needs to cut her fingernails... o.o i just accidently scratched myself 
1873,0,@dragonflyeyes Awesome!!!  Sometimes I HATE series/movies based on books. I hate how glaring the differences can be.
1874,0,Time to get to Busy. and need to work and face the concrete Jungle of Nairobi   thank fully 4 Days and them I am of to the Bushes 
1875,1,"Officially registered for disneyland hmarathon!! Yay.  okay, (training) here we go again..."
1876,0,@ingridmusic i love ur new default! its soo pretty! but how come i cant listen to this song on myspace? 
1877,1,@WhoIsAndyBarnes Thanks Andy 
1878,1,- ima bully in the bed because i bet the p u s s y up ! 
1879,1,"Just waking up and can't decide what drink to have for breakfast &amp; some people are becoming twitter addicts, its funny "
1880,0,I think whennu found out it as already a year or 2 after. Gay too cuz I never to go back. I only went once for 6th grade and that's it. 
1881,0,Why do I continue to bitting my lip in the same spot over and over again... it hurts!  
1882,1,Thunderstorm! 
1883,0,i wanna go to topshop  please open in torontooo.
1884,0,trying to update itunes but my computers too damn slow 
1885,0,"@donotrefreeze, I hope so! Probably not though "
1886,1,This is a status update to twitter from ICE  Timestamp: Mon Jun 15 11:59:42 CEST 2009
1887,0,"@Sheenagerrard Im failing  Me and technology are at war! It doesnt like me, I dont like it lol. Enjoy the morning "
1888,1,Good Morning everyone...Enjoy this beautiful Sunday!  it's breakfast time...later. 
1889,0,@amoonfairy oh how i miss my wii. sold out and a game worth getting came out  fail. where is home?
1890,0,@laurenpetrow Oh. My. God. That sounds amazing! I wanna do the same! But I don't have a snuggie 
1891,1,Sunday morning grump over. Just need to wake up properly &amp; start the day. It's going to be a good one 
1892,1,@Ycart3 that's cute ...i didnt even catch on....yo send the pic so i can resize i dont mind! 
1893,0,@chickbammbella  hope u feel better best call me if u need anything! ill call u on my way to chk on ya.
1894,1,Going to California 
1895,0,Stuk in a massive bank que 
1896,1,im hungry &gt;.&lt; (anyone that makes some aneroxic joke over that will get personally punched it the face by me) 
1897,1,"Crock-Pot evening here at the house. I have an amazing batch of Rigatoni cooking now, it'll make a very late but delicious dinner! "
1898,1,it's @helloitsdeeoh's and @ngocxema's birthdays. goin to koji's! holla if youre down with downtown 
1899,0,@somcak you know it. The only downside is I will be in the air for the Pens game.  But I am wearing my jersey.
1900,1,@mulder8scully5 Thanks 
1901,0,I just accidentally shrunk my favorite top...major fail.  
1902,0,Unfortunate IBJ somewhat focused on the past. 
1903,1,@aranhe Having lunch in the garden. Blazing sun. Beautiful 
1904,0,Spilled chocolate milk in my car 
1905,0,"@ivansharris Hey, where do you go last night?  Was expecting to see you @ On Broadway. "
1906,1,@Jonasbrothers can't wait for your show! 
1907,0,@whitty316 no ghostbusters till next week! 
1908,1,At wise guys 
1909,1,"@tanyamc79 18th of june, 20th,21st,july 28th,2nd of august,&amp; 14th "
1910,0,couldnt find any POCKY in Cybercandy London 
1911,0,"@markthehat I'm afraid i don't yet have speakers  But i am alive now, dusk has fallen. What's new with you?"
1912,0,lsat day of school  i'll miss you all guys (:
1913,0,Oh poker. Pocket aces over kings and an ace and only one dollar outta it 
1914,0,A days training - great... and I'm not talking exercise unfortunately 
1915,1,bring on summer 
1916,1,@LotaEnterprises I didn't have to. A couple of uncles kept beating me to the punch. One uncle told Jamal Badawi about it too 
1917,1,You'll live 
1918,1,@Jodywatley met u when i was singing w/Chaka in LA..your show was FAB I look fwd to the Unsung interview..Like vintage wine mama 
1919,0,"is up and ready for a whole day piano teaching in this weather!! Bad times  Still, all money goes towards my Tenerife holiday!"
1920,1,"@AlohaArleen happy is good! I love to state the obvious =P. Too many grumps in the world... Sadly, many of them have discovered twitter "
1921,1,I will NOT miss my coughing officemate while I'm on mat leave 
1922,1,"@kymflores  Just Followed You. Welcome to Twitter, and welcome to Lake Powell, Page and congrats on the new job! Am a 20 year local "
1923,1,"school was okay,as usual.Had loads of work to do (HC work) and even had a meeting, The test was also okay... "
1924,1,@MissKeriBaby playing now - knock you down . . . 
1925,1,@ultimatecarwash i'm always nice.  did you get all the upgrades done? been good weather lately. hoping for more this weekend. Sunshine FTW
1926,1,"@emmapiovesana Cool ! But you know, i already see all the seasons. I just like to review them "
1927,1,"went to causeway bay, i bought Make It Happen!! "
1928,0,Perhaps drinking and not picking the DD ahead of time was a bad idea. Forcing myself to volunteer 
1929,0,lost my DC hat .. 
1930,1,Going to conners soccer game at four with nick and the family 
1931,1,@xjolien GOOD LUCKKK 
1932,1,@adevine1 Your Mom must be a gr8 person  Never met a bad one!
1933,1,@rishFTW The real one is a bigger perv.  Trust me.
1934,1,oh..oh..oh.... LOL... this... one.. this is my last song  URGE OVERKILL! ? http://blip.fm/~6irpd
1935,0,no way i dont want the tour to end 
1936,0,"@MistaBaddass dude u dont even know, depression is setting in. Currently boarding my plane "
1937,1,"Great day so far. Lots done, sunny outside and just ordered a @drobo "
1938,0,What a bad ass weekend it was....Now back to work 
1939,1,@Onetruththepoet well i kno how u love those bands and poetry mixed 
1940,1,PRE GAME DRINK: Henny &amp; Coke 
1941,1,i wish you well ashton 
1942,0,"When you get sick, you realize who your true frineds are. "
1943,0,"@Susie_Nutbar Hi Susie! I'm very well indeed, thank you for asking. Do enjoy your bbq later on today! Not warm enough for one here "
1944,0,ToSsing and turning wishing my babe was here with me.. 
1945,0,"@Titillandus oh dears, i hope the roof didnt cave in "
1946,1,"@jillbrasfield LOL-Who are you kidding? Let's see, the clothes of two humans or the clothes of the Brasfield brigade? No freaking way! "
1947,0,Slept for more than half a day... Ready for food now (I miss Australia  ) #fb
1948,1,is in school nd is hoping for a great dayy 
1949,0,"Hmm, Twitter updates to my phone don't seem to be working. Also: my parents have better internets than me - what a waste "
1950,1,@symphnysldr  You're my inspiration. Just so you know.
1951,0,Just about ready to go work  Gonna work out how to send out TTR2 challenges when I get home (if i can work out my tapulous profile)
1952,1,@yashasher hilarious.. you-twit-face 
1953,0,san diego why must you have crappy weather... 
1954,1,A bit worse for wear  [pic] http://ff.im/-3E9Zt
1955,1,Hanging out with Kate Luster is one of the most fun and exhausting things. I plan on doing it for the rest of my life! 
1956,1,@emilysanftwsom D; THANKS FOR REMINDING ME 
1957,1,"@tommcfly Norway won,they werent my favourite but oh well  x"
1958,0,@reeeiaaaa why? 
1959,1,Staring is human nature 
1960,0,In bed watchin blues brothers! Sat nite how sad 
1961,1,@dorcyrussell Get out of here! That's hilarious! 
1962,1,@ginidietrich Perfect Chicago morning for it. 
1963,1,"@karenquinn I know, I haven't been away on my own overnight since March last yr &amp; that was just 1 nite! Gonna enjoy it "
1964,1,There is more to life than simply increasing its speed- Mahatma Gandhi..perfect reminder for this beautiful Sunday or actually 4 everyday 
1965,0,@Goozex - think I'm going to be escalating a negative trade issue to Goozex this evening. Looks like a bunch of us got a bad trader... 
1966,1,"@BretMayer I'd say that's a stretch, but I came up with some ridiculous phrases to remember compounds before the JLPT 3. It worked, too "
1967,1,"@joelcomm I am not feeling you thinking really, really, really big. "
1968,1,@Tyrese4ReaL That pic of you playing around made my day  Thanks
1969,1,"With my people... food, fights &amp; good vibes "
1970,1,@LadyChandra You are being very thorough 
1971,0, time 2 go back 2 AZ I had tons of fun here with my friends and family I going 2 miss it a lot!
1972,0,@selenagomez i almost cried when i saw some of the photoshopped pictures about you. there on myy page  its really foolish!
1973,1,"@vhp357 Hi! I see we have been bumped to 3rd place, haven't been following the Padres lately. A win would be nice today. "
1974,1,"back home, where the love is at. "
1975,0,Day one of my baby being gone.  all his texts are making me so sad
1976,0,"On my way to Manchester airport, Last time was coming back from Aussie "
1977,1,SKOOLLLS OUT 4 THE SUMMER!!!!!!!!!!!!!!!!!!!!   :        
1978,0,@upcomingpixar Too bad we're in Sweden where Up isn't up on the theaters  here until October 
1979,1,"@ilovemiley21 yeah,i think it's okay "
1980,1,French open 
1981,0,All three boys with STREP!! The oldest is sickest.called DR. On call to get some Phenergan! He's pukey!  Poor baby!!
1982,1,@stephenfry Twinings will be pleased 
1983,1,@Isaiahvest yayyyyyy see ya there 
1984,0,I guess @ricksgrl didn't get our messages at all. 
1985,0,@haras_nosnhoj I want to watch The Price Is Right. 
1986,1,"my picture shows up if you follow me, I swear   I'm so tired!  Goodnight everyone.  Pyro is wonderful &lt;3"
1987,0,My fish has not moved for hours im afraid that he's dead i cant bear 2 flush him...it'll hurt 2 bad 
1988,0,"well...trying to watch Kings on Hulu.  It's taking forever to buffer,  "
1989,1,"@emmmbeezy hahaha okay.  i disappeared off the face of the earth :p send me your number in a message, or on myspace &lt;3"
1990,0,"Going to have an early night, sore throat and the like "
1991,0,@BerniceJMiller  thas a long time
1992,1,Finished uploading her Disderi 3 Lens Camera photos already. 
1993,1,"@pinapina : hoho mangnya knp pke speedy, pakelah first media "
1994,1,@stockgod Check out $GERN from my request yesterday  further thoughts?
1995,0,SO you know what's bad? When you KNOW you have to be up at 8 so you go to bed at 1. Then you wake up at 2:30 wide awake thinking its 7. 
1996,0,I just found a housing for the curve on ebay for 20 bucks. Would have saved me 5 hours of painting 
1997,0,@broken_rsa i wholeheartedly agree... most annoying 
1998,1,irctc refunds money on failed transactions by itself.  #irctc
1999,0,omg how good was masterchef? I missed dinner cause I was watching that 
2000,0,Phone off    Back to pittsburgh I go
2001,1,@katyperry Thats true dont make up s story i go straight out and ask can i have an autograph? So can i please lol  what inspired this?Katy
2002,0,@dinography Ouch! and here I thought it was a classic and hard to beat in my book! 
2003,1,"@Shih_Wei Well, yeah that rarely happens, so gotta brag a bit "
2004,1,@samanthaax3 hmmm let me guess.....WHALES? 
2005,0,I didn't get to observe National Doughnut Day today. I feel cheated. 
2006,1,"@raphal good job! Half a Marathon in such time, never thought you could run so far! ;) haha, nice days in NYC! "
2007,0,"On OS3 now, can't remember what to look for  oh yeah, copy paste "
2008,0,Checking my lottery tickets....still not a winner 
2009,1,"Just tried going for a run.  Gaga is good music for movement...  Too bad I'm so out of shape, hahahaha  "
2010,0,The men in blue ended beach fun in the name of Spare the Air Day.   Oh well. At least being quick on my feet kept us from being ticketed.
2011,1,"@Firequacker  No, that'd be my sister ... I, on the other hand, am simply a drama queen  x"
2012,1,so ian decided to come up and surprise me  .. yayyyyy!!!
2013,0,took my baby 2 get her shots 2day she needed lots of hugs &amp; kisses but glad we got it over with!! 
2014,1,"Rock for Hunger at Full Sail today for their and the Daily Buzz food drive. Stop by, bring some food, and say hello to us "
2015,0,@zandraisabelle aww.. it's hell.  &lt;3 how are you doing hun? I'm here for you. &lt;3
2016,0,Call of Duty 4: MW -- 8 Kills 2 Assits 18 Deaths #3 Seat  not my night
2017,0,I really bored at work and it's really hot aswell! Not fun 
2018,0,http://twitpic.com/7zdp8 - It happened again 
2019,1,I believe in kids on leashes. 
2020,1,@ZolaMO Thank u soooo much Z! I wish u could be here too. I know you'll be here in spirit and I appreciate that. *hugs* 
2021,1,it's a wonderful life 
2022,1,"@ reeyasabellina Joke.  Basta, see you soon. "
2023,0,anyone else having problems accessing TTB??? I cant get on!!! 
2024,1,time to sit in the newly organized back yard gardens.    ahhh...
2025,0,I heart Fridays! Wanna know why? Cuz no work till Monday! No rest this weekend  busy busy busy!
2026,1,"Just got back from Indiana me,mom,and bro r coin to eat at ihop. Raining hard "
2027,1,I last heard it from Adam on AI and after hearing it now i was just AMAZED again. It's like everything was so new for me! 
2028,0,Not getting a placement for his birthday 
2029,0,Holy Shit! Have been waiting for a top important email since past 3 hrs 
2030,0,My foot hurts soo much  I am feeling very needy like when your sick as a little kid &amp; all you want is your mommy :/ ughhh
2031,0,everyone's got their bad days..barry zito just tends to have a whole lot more than the rest of us. better luck next time barry 
2032,0,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store 
2033,0,@joycescapade gambaru! everyone seems to be jumping onto the Twitter bandwagon now. 
2034,1,@KrisAllenmusic You couldn't look bad.  
2035,0,"@MystaKool yeah, IE has been such a pain - "
2036,1,"i'm in love with my medical card. yes doctor, my stomach is in tatters. why yes, i will accept that medical cert "
2037,0,New Moon trailer is ze pretty! Now I just wish I wasn't deployed and could easily see it in November! 
2038,0,@sashagrey awww.  i just found out it's on tv. i thought it was an event somewhere.
2039,0,is watching You've Got Mail on Bravo. Will probably cry when Meg has 2 close her book store forever. Tom Hanks is pure evil. 
2040,0,"My head and my teeth are aching.  Yes, mother, I already took medication."
2041,0,"I have such a bad sunburn that my mom had to put burn cream on it. Like, the kind they use on burn victims. "
2042,0,"@_neal good call, def could be, I'm hella jealous  I guess I did get a car..."
2043,1,"@electrcspacegrl damn, that does sound great. Sucks to be me hahah "
2044,0,is going to miss @ohindiegirl this weekend 
2045,1,offline for the night. happy Friday everyone! Hope you all have better plans for tonight than I do. 
2046,0,"@worksinprogress i'm sorry about your grandmother, &quot;slipped away&quot; by avril lavigne is my song for my dad, sometimes it helps just to cry "
2047,0,@tatadreams I miss you already too....  im sad you had to split sooo early  
2048,0,"Gah stoopid f**kin' work PC still running Internet Explorer SIX!!! Can't reply to Tweets, can't delete my previous typo, technologo-fail "
2049,0,Diamond hunting is hard work.  No good fishing spots for me  http://short.to/croj
2050,1,@energyUK I've been listening to her all day now! It's been amazing! 
2051,0,Getting a lecture off Dr. Lorna about the infected cut on my arm.... it stings so much.        But I am doing as I am told. Evil cut.
2052,1,@prettykittty haha...i know!  it's great 
2053,1,NEW PHONE TODAY 
2054,0,@Bman83 Drink plenty of water baby! I don't feel so hot today 
2055,0,The other day I got a beverage at a beverage making establishment that will remain anonymous. There was a bb ant in my beverage  ew
2056,0,Baby sitting again  i love baby sitting fridays when There's a party going on !
2057,0,"A customer wanted an industrial, but was not set up for it  SO HE GOT A SNUG INSTED! what a smart choice!"
2058,0,@simranthadani aww don't say that! what bad things happened to you? 
2059,1,@usmale55  Thanks for following me  xo
2060,1,Took a nap after watchin &quot;the great debaters&quot; another recommended movie. 
2061,0,@pagrrl aw that's up at work. He away  right now.
2062,1,"The rice cooker may have conked out on me... but I still have the microwave oven. Today, I finally got the water level right. "
2063,0,"I really hope i can be in bed by at least 3am, i gotta be at the airport by 6:50 "
2064,0,I just woke up and it's crappy Sunday ;( I have to study and play some basketball but WEATHER SUX 
2065,1,"I found, that album &quot;First Love&quot; by Emmy the Great is wonderfull! Her songs are full joy, optimism and peace  http://tr.im/mS3i"
2066,1,Jesus said I'm not alone! Finally driving home! 
2067,1,@LouiseRedknapp what are you doing on here??? 
2068,0,@decorus I DONT KNOW!!! 
2069,0,http://twitpic.com/7wsa1 - saddest puppy ever! 
2070,1,Lyx is cool.
2071,1,MARSHMALLOW!!! ARE AWESOMELY GOOD 
2072,1,ps: I made a heart out of play-doh and put it in vigils lil cubby box in the rape van 
2073,0,i'm doing a letter to the department. 
2074,1,home finally - had so much fun 
2075,1,@sarahbarkley I need some clothes 
2076,0,@LOUISE_333  Hiya I really dontget this  love you xx
2077,0,OH YEAH my mums coming back from China tmr  no more freedom.
2078,1,"i have a new obsession. drawing little scene people, why? i really dont have a clue,,,, &quot;youve got me poppin champagne&quot; "
2079,1,"another beautiful day. cleaning, working for a bit, then bbq at mine street with some sexy ladies "
2080,0,I'm not allowed to talk to my best friend 
2081,1," Right, Robin Hood me thinks, then bed."
2082,0,Still missing my bubba.  I hope he's okay... Gonna listen to David and sleep. He always calms me down. â™¥ He is my angel. LOL. Goodnight.
2083,1,@bkmacdaddy haha! LOL  Somebody else said the same thing!
2084,1,"http://twitpic.com/6e5l3 - Look who showed up on a local wichita tv news website, on the front page no less. "
2085,0,Whoishonorsociety &lt;never wear your pajama pants to school  &gt;
2086,0,@rehabc he cries mostly when he looses to Nadal 
2087,0,@JonathanRKnight Ok last tweet. Because as per usual you are probably zzzzzzzzzzzzzz through my tweets   Rest up!
2088,0,playin wii wishing boyfriend was home   
2089,0,Twitter has overtaken my life  I feel so behind.
2090,1,@wilfly thanks for cooking wilton  hahah
2091,1,"@imjstsayin You have AWESOME taste in music! Too bad I don't have enough props. x.x; Here, have some Queen.  ? http://blip.fm/~78tfy"
2092,0,@BethM82 yes  enjoy the vaccine!
2093,1,"@Mo56 See you later, you have fun too  Hugs xxx"
2094,0,Morning...I don't wana get up 
2095,1,played w/ the neighborhood kids this morning &amp; noticed that the lil 4 yr old dude puts his tee on bkwards like i still do once in awhile. 
2096,1,Another year older today!  At least it's sunny out! 
2097,0,@regins noo!!!!     ugh ugh ugh i'm furious. I didn't care if it was like 2:30 am........(( Ily
2098,0,"Blah, started feeling wretchedly ill after work for some reason. "
2099,0,@LucyyLouise 3  Nahh Shelley is taking 4... so it will just be you and her!! Haha
2100,0,@allisonpaschal Aw! I think i remember you telling me that! That's no fun at all 
2101,0,holiday is soo boring 
2102,0,I think my feet are about to fall off :p and I'm sulking that I lost           
2103,1,My new mission - 'Swimming' starts today ;) ... hope I accomplish this without deviating frm it 
